"season","game_type","team","week","gsis_id","position","full_name","first_name","last_name","report_primary_injury","report_secondary_injury","report_status","practice_primary_injury","practice_secondary_injury","practice_status","date_modified"
2022,"REG","SEA",10,"00-0036413","LB","Darrell Taylor","Darrell","Taylor",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2022-11-11 17:43:28
2022,"REG","SEA",10,"00-0027723","DT","Al Woods","Al","Woods",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-11 17:43:28
2022,"REG","SEA",10,"00-0035304","LB","Cullen Gillaspia","Cullen","Gillaspia","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2022-11-11 17:41:33
2022,"REG","SEA",10,"00-0030068","WR","Marquise Goodwin","Marquise","Goodwin","Groin",NA,"Questionable","Groin",NA,"Full Participation in Practice",2022-11-11 17:42:54
2022,"REG","SF",10,"00-0032214","TE","Tyler Kroft","Tyler","Kroft",NA,NA,NA,"Not injury related - personal matter",NA,"Did Not Participate In Practice",2022-11-11 22:37:55
2022,"REG","SF",10,"00-0036551","G","Aaron Banks","Aaron","Banks",NA,NA,NA,"Not injury related - personal matter",NA,"Full Participation in Practice",2022-11-11 22:36:34
2022,"REG","SF",10,"00-0034982","LB","Dre Greenlaw","Dre","Greenlaw",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2022-11-11 22:37:05
2022,"REG","SF",10,"00-0036259","WR","Jauan Jennings","Jauan","Jennings",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2022-11-11 22:36:34
2022,"REG","SF",10,"00-0029892","FB","Kyle Juszczyk","Kyle","Juszczyk",NA,NA,NA,"Finger",NA,"Full Participation in Practice",2022-11-11 22:36:34
2022,"REG","SF",10,"00-0035719","WR","Deebo Samuel","Deebo","Samuel",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2022-11-11 22:36:34
2022,"REG","SF",10,"00-0031298","S","Jimmie Ward","Jimmie","Ward",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2022-11-11 22:36:34
2022,"REG","SF",10,"00-0027857","T","Trent Williams","Trent","Williams",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2022-11-11 22:36:34
2022,"REG","SF",10,"00-0032164","DT","Arik Armstead","Arik","Armstead","Foot","Ankle","Out","Foot","Ankle","Did Not Participate In Practice",2022-11-11 22:38:06
2022,"REG","SF",10,"00-0031334","CB","Jason Verrett","Jason","Verrett","Knee","Achilles","Out","Knee","Achilles","Did Not Participate In Practice",2022-11-11 22:38:34
2022,"REG","SF",10,"00-0033945","DE","Samson Ebukam","Samson","Ebukam","Quadricep","Achilles","Doubtful","Quadricep","Achilles","Did Not Participate In Practice",2022-11-11 22:38:15
2022,"REG","TB",10,"00-0019596","QB","Tom Brady","Tom","Brady",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2022-11-11 17:07:55
2022,"REG","TB",10,"00-0027944","WR","Julio Jones","Julio","Jones",NA,NA,NA,"Not injury related - resting player","Knee","Full Participation in Practice",2022-11-11 17:06:40
2022,"REG","TB",10,"00-0036105","G","Nick Leverett","Nick","Leverett",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-11 17:09:11
2022,"REG","TB",10,"00-0031580","G","Shaquille Mason","Shaquille","Mason",NA,NA,NA,"Not injury related - personal matter","Ankle","Full Participation in Practice",2022-11-11 17:08:13
2022,"REG","TB",10,"00-0036411","S","Antoine Winfield","Antoine","Winfield",NA,NA,NA,"Concussion",NA,"Full Participation in Practice",2022-11-11 17:06:40
2022,"REG","TB",10,"00-0031408","WR","Mike Evans","Mike","Evans",NA,NA,NA,"Ribs","Ankle","Limited Participation in Practice",2022-11-11 17:06:40
2022,"REG","TB",10,"00-0034411","WR","Russell Gage","Russell","Gage","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2022-11-11 17:11:37
2022,"REG","TB",10,"00-0037835","G","Luke Goedeke","Luke","Goedeke","Foot",NA,"Out","Foot",NA,"Did Not Participate In Practice",2022-11-11 17:11:46
2022,"REG","TB",10,"00-0037491","LB","J.J. Russell","J.J.","Russell","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2022-11-11 17:11:53
2022,"REG","TB",10,"00-0031273","TE","Cameron Brate","Cameron","Brate","Neck",NA,"Questionable","Neck",NA,"Full Participation in Practice",2022-11-11 17:10:35
2022,"REG","TEN",10,"00-0035649","G","Nate Davis","Nate","Davis",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-11-11 20:44:42
2022,"REG","TEN",10,"00-0031254","DE","Denico Autry","Denico","Autry",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2022-11-11 20:42:27
2022,"REG","TEN",10,"00-0036691","FB","Tory Carter","Tory","Carter",NA,NA,NA,"Neck",NA,"Full Participation in Practice",2022-11-11 20:42:27
2022,"REG","TEN",10,"00-0032764","RB","Derrick Henry","Derrick","Henry",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2022-11-11 20:43:11
2022,"REG","TEN",10,"00-0034253","RB","Dontrell Hilliard","Dontrell","Hilliard",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2022-11-11 20:42:27
2022,"REG","TEN",10,"00-0035244","CB","Lonnie Johnson","Lonnie","Johnson",NA,NA,NA,"Back",NA,"Full Participation in Practice",2022-11-11 20:42:27
2022,"REG","TEN",10,"00-0034662","S","Joshua Kalu","Joshua","Kalu",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-11 20:43:26
2022,"REG","TEN",10,"00-0035292","LB","David Long","David","Long",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-11-11 20:42:27
2022,"REG","TEN",10,"00-0036181","DT","Teair Tart","Teair","Tart",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-11 20:44:13
2022,"REG","TEN",10,"00-0036171","G","Aaron Brewer","Aaron","Brewer",NA,NA,NA,"Toe",NA,"Limited Participation in Practice",2022-11-11 20:42:46
2022,"REG","TEN",10,"00-0029413","C","Ben Jones","Ben","Jones",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2022-11-11 20:44:59
2022,"REG","TEN",10,"00-0033547","LB","Zach Cunningham","Zach","Cunningham","Elbow",NA,"Out","Elbow",NA,"Did Not Participate In Practice",2022-11-11 20:46:06
2022,"REG","TEN",10,"00-0032146","LB","Bud Dupree","Bud","Dupree","Hip",NA,"Out","Hip",NA,"Did Not Participate In Practice",2022-11-11 20:46:16
2022,"REG","TEN",10,"00-0035632","S","Amani Hooker","Amani","Hooker","Shoulder",NA,"Out","Shoulder",NA,"Did Not Participate In Practice",2022-11-11 20:46:37
2022,"REG","TEN",10,"00-0035643","DT","Jeffery Simmons","Jeffery","Simmons","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2022-11-11 20:46:57
2022,"REG","TEN",10,"00-0037070","CB","Josh Thompson","Josh","Thompson","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2022-11-11 20:47:16
2022,"REG","TEN",10,"00-0036416","CB","Kristian Fulton","Kristian","Fulton","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-11-11 20:45:45
2022,"REG","TEN",10,"00-0035334","DE","Kevin Strong","Kevin","Strong","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2022-11-11 20:45:45
2022,"REG","TEN",10,"00-0029701","QB","Ryan Tannehill","Ryan","Tannehill","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2022-11-11 20:45:45
2022,"REG","WAS",10,"00-0037741","WR","Jahan Dotson","Jahan","Dotson",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2022-11-12 17:53:59
2022,"REG","WAS",10,"00-0035286","LB","Cole Holcomb","Cole","Holcomb","Foot",NA,"Out","Foot",NA,"Did Not Participate In Practice",2022-11-12 17:55:02
2022,"REG","WAS",10,"00-0031596","LB","David Mayo","David","Mayo","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2022-11-12 17:55:08
2022,"REG","WAS",10,"00-0032602","RB","J.D. McKissic","J.D.","McKissic","Neck",NA,"Out","Neck",NA,"Did Not Participate In Practice",2022-11-12 17:55:16
2022,"REG","WAS",10,"00-0031122","G","Andrew Norwell","Andrew","Norwell","Groin",NA,"Questionable","Groin",NA,"Did Not Participate In Practice",2022-11-12 17:54:56
2022,"REG","WAS",10,"00-0030869","C","Tyler Larsen","Tyler","Larsen","Back",NA,"Questionable","Back",NA,"Limited Participation in Practice",2022-11-12 17:54:56
2022,"REG","ARI",11,"00-0033890","S","Budda Baker","Budda","Baker",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2022-11-19 18:57:59
2022,"REG","ARI",11,"00-0032127","LB","Markus Golden","Markus","Golden",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-19 18:57:49
2022,"REG","ARI",11,"00-0027688","QB","Colt McCoy","Colt","McCoy",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-11-19 18:57:49
2022,"REG","ARI",11,"00-0023853","K","Matt Prater","Matt","Prater",NA,NA,NA,"right Hip","Illness","Full Participation in Practice",2022-11-19 18:57:49
2022,"REG","ARI",11,"00-0030061","TE","Zach Ertz","Zach","Ertz","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2022-11-19 18:58:44
2022,"REG","ARI",11,"00-0032222","T","D.J. Humphries","D.J.","Humphries","Back",NA,"Out","Back",NA,"Did Not Participate In Practice",2022-11-19 18:58:51
2022,"REG","ARI",11,"00-0035236","CB","Byron Murphy","Byron","Murphy","Back",NA,"Out","Back",NA,"Did Not Participate In Practice",2022-11-19 18:58:36
2022,"REG","ARI",11,"00-0032132","G","Max Garcia","Max","Garcia","Shoulder",NA,"Questionable","Shoulder",NA,"Limited Participation in Practice",2022-11-19 18:58:15
2022,"REG","ARI",11,"00-0030564","WR","DeAndre Hopkins","DeAndre","Hopkins","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-11-19 18:58:15
2022,"REG","ARI",11,"00-0035228","QB","Kyler Murray","Kyler","Murray","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-11-19 18:58:15
2022,"REG","ATL",11,"00-0034165","G","Colby Gossett","Colby","Gossett",NA,NA,NA,"Not injury related - personal matter",NA,"Did Not Participate In Practice",2022-11-17 20:43:38
2022,"REG","ATL",11,"00-0036825","TE","Feleipe Franks","Feleipe","Franks","Calf",NA,"Out","Calf",NA,"Did Not Participate In Practice",2022-11-18 18:29:51
2022,"REG","ATL",11,"00-0032320","S","Erik Harris","Erik","Harris","Foot",NA,"Questionable","Foot",NA,"Limited Participation in Practice",2022-11-18 18:30:15
2022,"REG","ATL",11,"00-0036285","CB","A.J. Terrell","A.J.","Terrell","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-11-18 18:30:02
2022,"REG","BAL",11,"00-0026190","DE","Calais Campbell","Calais","Campbell",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-11-16 21:26:11
2022,"REG","BAL",11,"00-0028008","LB","Justin Houston","Justin","Houston",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-11-16 21:26:50
2022,"REG","BAL",11,"00-0032165","CB","Marcus Peters","Marcus","Peters",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-11-16 21:27:01
2022,"REG","BAL",11,"00-0027867","LB","Jason Pierre-Paul","Jason","Pierre-Paul",NA,NA,NA,"Ankle","Not injury related - resting p","Did Not Participate In Practice",2022-11-18 19:28:44
2022,"REG","BAL",11,"00-0032965","T","Ronnie Stanley","Ronnie","Stanley",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-11-18 19:29:04
2022,"REG","BAL",11,"00-0038119","CB","Jalyn Armour-Davis","Jalyn","Armour-Davis","Hip",NA,"Doubtful","Hip",NA,"Did Not Participate In Practice",2022-11-18 19:29:57
2022,"REG","BAL",11,"00-0034796","QB","Lamar Jackson","Lamar","Jackson","Illness",NA,"Questionable","Illness",NA,"Did Not Participate In Practice",2022-11-18 19:29:47
2022,"REG","BAL",11,"00-0034753","TE","Mark Andrews","Mark","Andrews","Knee","Shoulder","Questionable","Knee","Shoulder","Full Participation in Practice",2022-11-18 19:29:47
2022,"REG","BAL",11,"00-0034184","RB","Gus Edwards","Gus","Edwards","Hamstring","Knee","Questionable","Hamstring","Knee","Limited Participation in Practice",2022-11-18 19:30:36
2022,"REG","BUF",11,"00-0027940","LB","Von Miller","Von","Miller",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-11-16 20:19:16
2022,"REG","BUF",11,"00-0035357","CB","Cameron Lewis","Cameron","Lewis",NA,NA,NA,"Illness","Forearm","Full Participation in Practice",2022-11-18 20:09:32
2022,"REG","BUF",11,"00-0033466","WR","Isaiah McKenzie","Isaiah","McKenzie",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 20:09:47
2022,"REG","BUF",11,"00-0033571","LB","Matt Milano","Matt","Milano",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 20:08:08
2022,"REG","BUF",11,"00-0031557","DT","Jordan Phillips","Jordan","Phillips",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 20:10:20
2022,"REG","BUF",11,"00-0034397","DT","Tim Settle","Tim","Settle",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 20:08:08
2022,"REG","BUF",11,"00-0034857","QB","Josh Allen","Josh","Allen",NA,NA,NA,"right Elbow",NA,"Limited Participation in Practice",2022-11-18 20:08:08
2022,"REG","BUF",11,"00-0027648","G","Rodger Saffold","Rodger","Saffold",NA,NA,NA,"Not injury related - resting player","Shoulder","Limited Participation in Practice",2022-11-16 20:20:20
2022,"REG","BUF",11,"00-0034673","LB","Tremaine Edmunds","Tremaine","Edmunds","Groin","Heel","Out","Groin","Heel","Did Not Participate In Practice",2022-11-18 20:13:34
2022,"REG","BUF",11,"00-0031787","WR","Jake Kumerow","Jake","Kumerow","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2022-11-18 20:13:12
2022,"REG","BUF",11,"00-0036914","DE","Gregory Rousseau","Gregory","Rousseau","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2022-11-18 20:13:46
2022,"REG","BUF",11,"00-0037242","CB","Kaiir Elam","Kaiir","Elam","Ankle",NA,"Questionable","Ankle",NA,"Full Participation in Practice",2022-11-18 20:11:32
2022,"REG","BUF",11,"00-0030114","S","Jordan Poyer","Jordan","Poyer","Elbow",NA,"Questionable","Elbow",NA,"Full Participation in Practice",2022-11-18 20:11:32
2022,"REG","BUF",11,"00-0036187","FB","Reggie Gilliam","Reggie","Gilliam","Illness",NA,"Questionable","Illness",NA,"Limited Participation in Practice",2022-11-18 20:11:32
2022,"REG","CAR",11,"00-0034302","LB","Frankie Luvu","Frankie","Luvu",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 17:37:46
2022,"REG","CAR",11,"00-0037363","DT","Marquan McCall","Marquan","McCall",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 17:39:19
2022,"REG","CAR",11,"00-0033284","T","Taylor Moton","Taylor","Moton",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2022-11-18 17:38:50
2022,"REG","CAR",11,"00-0036558","DT","Daviyon Nixon","Daviyon","Nixon",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 17:38:22
2022,"REG","CAR",11,"00-0032403","S","Juston Burris","Juston","Burris","Illness","Concussion","Out","Illness","Concussion","Did Not Participate In Practice",2022-11-18 17:40:03
2022,"REG","CAR",11,"00-0032781","DT","Matt Ioannidis","Matt","Ioannidis","Calf",NA,"Out","Calf",NA,"Did Not Participate In Practice",2022-11-18 17:40:17
2022,"REG","CAR",11,"00-0033275","QB","Phillip Walker","Phillip","Walker","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2022-11-18 17:40:28
2022,"REG","CAR",11,"00-0035950","S","Myles Hartsfield","Myles","Hartsfield","Ankle",NA,"Doubtful","Ankle",NA,"Did Not Participate In Practice",2022-11-18 17:40:46
2022,"REG","CAR",11,"00-0036944","CB","Jaycee Horn","Jaycee","Horn","Foot",NA,"Questionable","Foot",NA,"Full Participation in Practice",2022-11-18 17:41:10
2022,"REG","CAR",11,"00-0035956","TE","Giovanni Ricci","Giovanni","Ricci","Neck",NA,"Questionable","Neck",NA,"Full Participation in Practice",2022-11-18 17:40:56
2022,"REG","CHI",11,"00-0038111","CB","Kyler Gordon","Kyler","Gordon",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-11-18 19:44:02
2022,"REG","CHI",11,"00-0036290","TE","Cole Kmet","Cole","Kmet",NA,NA,NA,"Thigh",NA,"Full Participation in Practice",2022-11-18 19:44:33
2022,"REG","CHI",11,"00-0035685","RB","David Montgomery","David","Montgomery",NA,NA,NA,"Not injury related - personal matter",NA,"Full Participation in Practice",2022-11-18 19:44:02
2022,"REG","CHI",11,"00-0035624","WR","N'Keal Harry","N'Keal","Harry","Illness",NA,"Out","Illness",NA,"Did Not Participate In Practice",2022-11-18 19:45:15
2022,"REG","CHI",11,"00-0034389","S","Dane Cruikshank","Dane","Cruikshank","Hamstring",NA,"Out","Hamstring",NA,"Limited Participation in Practice",2022-11-18 19:45:03
2022,"REG","CHI",11,"00-0036953","T","Teven Jenkins","Teven","Jenkins","Hip",NA,"Questionable","Hip",NA,"Full Participation in Practice",2022-11-18 19:44:53
2022,"REG","CHI",11,"00-0033964","DE","Al-Quadin Muhammad","Al-Quadin","Muhammad","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2022-11-18 19:44:53
2022,"REG","CHI",11,"00-0036307","CB","Kindle Vildor","Kindle","Vildor","Ankle",NA,"Questionable","Ankle",NA,"Full Participation in Practice",2022-11-18 19:44:53
2022,"REG","CIN",11,"00-0035399","WR","Stanley Morgan","Stanley","Morgan",NA,NA,NA,"Not injury related - personal matter",NA,"Did Not Participate In Practice",2022-11-18 19:15:28
2022,"REG","CIN",11,"00-0031534","T","La'el Collins","La'el","Collins",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2022-11-18 19:15:28
2022,"REG","CIN",11,"00-0032521","CB","Mike Hilton","Mike","Hilton",NA,NA,NA,"Finger",NA,"Full Participation in Practice",2022-11-18 19:15:28
2022,"REG","CIN",11,"00-0036852","G","D'Ante Smith","D'Ante","Smith",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 19:15:43
2022,"REG","CIN",11,"00-0032379","CB","Eli Apple","Eli","Apple",NA,NA,NA,"Calf",NA,"Limited Participation in Practice",2022-11-18 19:15:58
2022,"REG","CIN",11,"00-0036900","WR","Ja'Marr Chase","Ja'Marr","Chase","Hip",NA,"Out","Hip",NA,"Did Not Participate In Practice",2022-11-18 19:17:35
2022,"REG","CIN",11,"00-0037743","S","Dax Hill","Dax","Hill","Shoulder",NA,"Out","Shoulder",NA,"Did Not Participate In Practice",2022-11-18 19:17:55
2022,"REG","CIN",11,"00-0033347","DT","Josh Tupou","Josh","Tupou","Calf",NA,"Out","Calf",NA,"Did Not Participate In Practice",2022-11-18 19:18:16
2022,"REG","CIN",11,"00-0036857","RB","Chris Evans","Chris","Evans","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-11-18 19:18:34
2022,"REG","CIN",11,"00-0034756","CB","Tre Flowers","Tre","Flowers","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-11-18 19:18:46
2022,"REG","CLE",11,"00-0031426","G","Joel Bitonio","Joel","Bitonio",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-11-16 20:33:02
2022,"REG","CLE",11,"00-0031364","DE","Jadeveon Clowney","Jadeveon","Clowney",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-11-16 20:33:15
2022,"REG","CLE",11,"00-0031544","WR","Amari Cooper","Amari","Cooper",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-11-16 20:33:43
2022,"REG","CLE",11,"00-0033868","DE","Myles Garrett","Myles","Garrett",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-11-16 20:34:18
2022,"REG","CLE",11,"00-0033057","T","Jack Conklin","Jack","Conklin",NA,NA,NA,"Foot","Not injury related - resting p","Full Participation in Practice",2022-11-18 18:54:37
2022,"REG","CLE",11,"00-0036266","DT","Jordan Elliott","Jordan","Elliott",NA,NA,NA,"Not injury related - personal matter",NA,"Full Participation in Practice",2022-11-18 18:54:51
2022,"REG","CLE",11,"00-0036915","LB","Jeremiah Owusu-Koramoah","Jeremiah","Owusu-Koramoah",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-11-18 18:54:25
2022,"REG","CLE",11,"00-0033901","C","Ethan Pocic","Ethan","Pocic",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2022-11-18 18:54:25
2022,"REG","CLE",11,"00-0034399","G","Wyatt Teller","Wyatt","Teller",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2022-11-18 18:54:25
2022,"REG","CLE",11,"00-0037332","S","D'Anthony Bell","D'Anthony","Bell","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2022-11-18 18:56:40
2022,"REG","CLE",11,"00-0033995","G","Michael Dunn","Michael","Dunn","Back",NA,"Out","Back",NA,"Did Not Participate In Practice",2022-11-18 18:56:49
2022,"REG","CLE",11,"00-0038126","DT","Perrion Winfrey","Perrion","Winfrey","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2022-11-18 20:19:46
2022,"REG","CLE",11,"00-0036996","CB","Greg Newsome","Greg","Newsome","Concussion",NA,"Out","Concussion",NA,"Limited Participation in Practice",2022-11-18 20:19:57
2022,"REG","CLE",11,"00-0033885","TE","David Njoku","David","Njoku","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2022-11-18 18:56:31
2022,"REG","DAL",11,"00-0034764","WR","Michael Gallup","Michael","Gallup",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-11-18 20:09:12
2022,"REG","DAL",11,"00-0037243","T","Tyler Smith","Tyler","Smith",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-11-18 20:09:12
2022,"REG","DAL",11,"00-0029692","P","Bryan Anger","Bryan","Anger","Illness",NA,"Questionable","Illness",NA,"Did Not Participate In Practice",2022-11-18 20:10:04
2022,"REG","DAL",11,"00-0036649","DT","Quinton Bohanna","Quinton","Bohanna","Illness",NA,"Questionable","Illness",NA,"Did Not Participate In Practice",2022-11-18 20:10:04
2022,"REG","DAL",11,"00-0033047","CB","Anthony Brown","Anthony","Brown","Concussion",NA,"Questionable","Concussion",NA,"Full Participation in Practice",2022-11-18 20:10:04
2022,"REG","DAL",11,"00-0031256","LB","Anthony Barr","Anthony","Barr","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-11-18 20:10:04
2022,"REG","DAL",11,"00-0033045","RB","Ezekiel Elliott","Ezekiel","Elliott","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-11-18 20:10:04
2022,"REG","DAL",11,"00-0031411","DE","Demarcus Lawrence","Demarcus","Lawrence","Foot",NA,"Questionable","Foot",NA,"Limited Participation in Practice",2022-11-18 20:10:04
2022,"REG","DEN",11,"00-0027872","S","Kareem Jackson","Kareem","Jackson",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2022-11-18 20:57:45
2022,"REG","DEN",11,"00-0030513","RB","Latavius Murray","Latavius","Murray",NA,NA,NA,"Wrist",NA,"Full Participation in Practice",2022-11-18 20:57:45
2022,"REG","DEN",11,"00-0034683","CB","Darius Phillips","Darius","Phillips",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 20:57:45
2022,"REG","DEN",11,"00-0029890","DT","Mike Purcell","Mike","Purcell",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2022-11-18 20:57:45
2022,"REG","DEN",11,"00-0032971","S","Justin Simmons","Justin","Simmons",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-11-18 20:58:11
2022,"REG","DEN",11,"00-0038106","DE","Eyioma Uwazurike","Eyioma","Uwazurike",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 20:58:19
2022,"REG","DEN",11,"00-0034959","TE","Andrew Beck","Andrew","Beck","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2022-11-18 20:59:53
2022,"REG","DEN",11,"00-0035804","LB","Jonas Griffith","Jonas","Griffith","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2022-11-18 21:00:41
2022,"REG","DEN",11,"00-0036412","WR","K.J. Hamler","K.J.","Hamler","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2022-11-18 21:00:54
2022,"REG","DEN",11,"00-0036407","WR","Jerry Jeudy","Jerry","Jeudy","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2022-11-18 21:01:21
2022,"REG","DEN",11,"00-0031253","CB","K'Waun Williams","K'Waun","Williams","Wrist","elbow, knee","Out","Wrist","elbow, knee","Did Not Participate In Practice",2022-11-18 21:01:03
2022,"REG","DEN",11,"00-0036995","LB","Baron Browning","Baron","Browning","Hip",NA,"Questionable","Hip",NA,"Limited Participation in Practice",2022-11-18 20:59:18
2022,"REG","DEN",11,"00-0029144","T","Tom Compton","Tom","Compton","Back",NA,"Questionable","Back",NA,"Limited Participation in Practice",2022-11-18 20:59:18
2022,"REG","DEN",11,"00-0031067","T","Cameron Fleming","Cameron","Fleming","Quadricep",NA,"Questionable","Quadricep",NA,"Limited Participation in Practice",2022-11-18 20:59:18
2022,"REG","DEN",11,"00-0032395","G","Graham Glasgow","Graham","Glasgow","Shoulder",NA,"Questionable","Shoulder",NA,"Limited Participation in Practice",2022-11-18 20:59:18
2022,"REG","DEN",11,"00-0035864","WR","Kendall Hinton","Kendall","Hinton","Shoulder",NA,"Questionable","Shoulder",NA,"Limited Participation in Practice",2022-11-18 20:59:18
2022,"REG","DET",11,"00-0034930","WR","Trinity Benson","Trinity","Benson",NA,NA,NA,"Knee",NA,"Did Not Participate In Practice",2022-11-17 20:35:40
2022,"REG","DET",11,"00-0032381","T","Taylor Decker","Taylor","Decker",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2022-11-18 20:27:48
2022,"REG","DET",11,"00-0037321","CB","Chase Lucas","Chase","Lucas",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2022-11-18 20:27:48
2022,"REG","DET",11,"00-0036993","S","Ifeatu Melifonwu","Ifeatu","Melifonwu",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2022-11-18 20:27:48
2022,"REG","DET",11,"00-0035328","T","Matt Nelson","Matt","Nelson",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2022-11-18 20:27:48
2022,"REG","DET",11,"00-0036275","RB","D'Andre Swift","D'Andre","Swift",NA,NA,NA,"Shoulder","Ankle","Full Participation in Practice",2022-11-18 20:27:48
2022,"REG","DET",11,"00-0033948","RB","Jamaal Williams","Jamaal","Williams",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-11-18 20:27:48
2022,"REG","DET",11,"00-0033880","DE","Charles Harris","Charles","Harris","Groin",NA,"Out","Groin",NA,"Did Not Participate In Practice",2022-11-18 20:29:05
2022,"REG","DET",11,"00-0038096","DE","Josh Paschal","Josh","Paschal","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2022-11-18 20:29:01
