"season","game_type","team","week","gsis_id","position","full_name","first_name","last_name","report_primary_injury","report_secondary_injury","report_status","practice_primary_injury","practice_secondary_injury","practice_status","date_modified"
2022,"REG","ARI",1,"00-0027993","C","Rodney Hudson","Rodney","Hudson",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-09-07 21:10:03
2022,"REG","ARI",1,"00-0028946","LS","Aaron Brewer","Aaron","Brewer",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2022-09-09 19:55:06
2022,"REG","ARI",1,"00-0032127","LB","Markus Golden","Markus","Golden",NA,NA,NA,"Toe",NA,"Full Participation in Practice",2022-09-09 19:55:29
2022,"REG","ARI",1,"00-0034490","LB","Ezekiel Turner","Ezekiel","Turner",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2022-09-09 19:55:44
2022,"REG","ARI",1,"00-0035924","RB","Jonathan Ward","Jonathan","Ward",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2022-09-09 19:55:49
2022,"REG","ARI",1,"00-0035238","G","Cody Ford","Cody","Ford","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2022-09-09 19:57:46
2022,"REG","ARI",1,"00-0036936","WR","Rondale Moore","Rondale","Moore","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2022-09-09 19:57:54
2022,"REG","ARI",1,"00-0035695","CB","Trayvon Mullen","Trayvon","Mullen","Toe",NA,"Out","Toe",NA,"Did Not Participate In Practice",2022-09-09 19:58:03
2022,"REG","ARI",1,"00-0035236","CB","Byron Murphy","Byron","Murphy","Illness",NA,"Questionable","Illness",NA,"Did Not Participate In Practice",2022-09-09 19:57:26
2022,"REG","ARI",1,"00-0027949","DE","J.J. Watt","J.J.","Watt","Calf",NA,"Questionable","Calf",NA,"Did Not Participate In Practice",2022-09-09 19:57:26
2022,"REG","ARI",1,"00-0030061","TE","Zach Ertz","Zach","Ertz","Calf",NA,"Questionable","Calf",NA,"Limited Participation in Practice",2022-09-09 19:57:26
2022,"REG","ARI",1,"00-0030585","G","Justin Pugh","Justin","Pugh","Neck",NA,"Questionable","Neck",NA,"Limited Participation in Practice",2022-09-09 19:57:26
2022,"REG","ATL",1,"00-0035572","TE","Parker Hesse","Parker","Hesse",NA,NA,NA,"Not injury related - personal matter",NA,"Did Not Participate In Practice",2022-09-07 19:52:14
2022,"REG","ATL",1,"00-0036956","CB","Darren Hall","Darren","Hall","Quadricep",NA,"Questionable","Quadricep",NA,"Limited Participation in Practice",2022-09-09 19:03:53
2022,"REG","ATL",1,"00-0037238","WR","Drake London","Drake","London","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-09-09 19:03:53
2022,"REG","BAL",1,"00-0026190","DE","Calais Campbell","Calais","Campbell",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-09-09 19:12:38
2022,"REG","BAL",1,"00-0028008","LB","Justin Houston","Justin","Houston",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-09-09 19:13:09
2022,"REG","BAL",1,"00-0031598","TE","Nick Boyle","Nick","Boyle",NA,NA,NA,"Not injury related - resting player","Ankle","Full Participation in Practice",2022-09-09 19:13:31
2022,"REG","BAL",1,"00-0037756","DT","Travis Jones","Travis","Jones","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2022-09-09 19:24:18
2022,"REG","BAL",1,"00-0032965","T","Ronnie Stanley","Ronnie","Stanley","Ankle",NA,"Doubtful","Ankle",NA,"Limited Participation in Practice",2022-09-09 19:24:42
2022,"REG","BAL",1,"00-0032165","CB","Marcus Peters","Marcus","Peters","Not injury related - resting player","Knee","Questionable","Not injury related - resting player","Knee","Did Not Participate In Practice",2022-09-09 19:24:00
2022,"REG","BAL",1,"00-0036158","RB","J.K. Dobbins","J.K.","Dobbins","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-09-09 19:24:00
2022,"REG","BUF",1,"00-0033466","WR","Isaiah McKenzie","Isaiah","McKenzie",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2022-09-07 15:10:14
2022,"REG","BUF",1,"00-0030114","S","Jordan Poyer","Jordan","Poyer",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2022-09-07 15:10:14
2022,"REG","BUF",1,"00-0034397","DT","Tim Settle","Tim","Settle",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2022-09-07 15:10:14
2022,"REG","BUF",1,"00-0031588","WR","Stefon Diggs","Stefon","Diggs",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2022-09-06 18:44:33
2022,"REG","BUF",1,"00-0036560","T","Tommy Doyle","Tommy","Doyle","Foot",NA,"Questionable","Foot",NA,"Limited Participation in Practice",2022-09-07 15:10:38
2022,"REG","BUF",1,"00-0036590","TE","Quintin Morris","Quintin","Morris","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-09-07 15:10:38
2022,"REG","CAR",1,"00-0033280","RB","Christian McCaffrey","Christian","McCaffrey",NA,NA,NA,"Shin",NA,"Full Participation in Practice",2022-09-09 18:00:48
2022,"REG","CAR",1,"00-0034173","K","Eddy Pineiro","Eddy","Pineiro",NA,NA,NA,"left Hip",NA,"Full Participation in Practice",2022-09-09 18:00:28
2022,"REG","CAR",1,"00-0035956","TE","Giovanni Ricci","Giovanni","Ricci",NA,NA,NA,"Hip",NA,"Full Participation in Practice",2022-09-09 18:00:01
2022,"REG","CAR",1,"00-0038113","LB","Brandon Smith","Brandon","Smith","Thigh",NA,"Questionable","Thigh",NA,"Limited Participation in Practice",2022-09-09 18:40:04
2022,"REG","CHI",1,"00-0037745","WR","Velus Jones","Velus","Jones","Hamstring",NA,"Doubtful","Hamstring",NA,"Did Not Participate In Practice",2022-09-09 19:05:34
2022,"REG","CHI",1,"00-0037082","DE","Dominique Robinson","Dominique","Robinson","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-09-09 19:05:54
2022,"REG","CIN",1,"00-0035631","TE","Drew Sample","Drew","Sample",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-09-09 19:00:45
2022,"REG","CIN",1,"00-0036194","TE","Devin Asiasi","Devin","Asiasi","Quadricep",NA,"Out","Quadricep",NA,"Did Not Participate In Practice",2022-09-09 19:01:33
2022,"REG","CIN",1,"00-0035771","TE","Mitchell Wilcox","Mitchell","Wilcox","Ankle",NA,"Questionable","Ankle",NA,"Full Participation in Practice",2022-09-09 19:02:24
2022,"REG","CIN",1,"00-0033292","WR","Trent Taylor","Trent","Taylor","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-09-09 19:02:04
2022,"REG","CLE",1,"00-0035638","CB","Greedy Williams","Greedy","Williams",NA,NA,NA,"Hamstring",NA,"Did Not Participate In Practice",2022-09-08 19:36:15
2022,"REG","CLE",1,"00-0031364","DE","Jadeveon Clowney","Jadeveon","Clowney",NA,NA,NA,"Illness","Elbow","Full Participation in Practice",2022-09-09 18:26:47
2022,"REG","CLE",1,"00-0036282","S","Grant Delpit","Grant","Delpit",NA,NA,NA,"Hip",NA,"Full Participation in Practice",2022-09-09 18:26:54
2022,"REG","CLE",1,"00-0036114","CB","A.J. Green","A.J.","Green",NA,NA,NA,"Hip",NA,"Full Participation in Practice",2022-09-09 18:26:47
2022,"REG","CLE",1,"00-0034779","S","Ronnie Harrison","Ronnie","Harrison",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2022-09-09 18:26:47
2022,"REG","CLE",1,"00-0037314","DE","Isaiah Thomas","Isaiah","Thomas",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2022-09-09 18:26:47
2022,"REG","CLE",1,"00-0035654","DE","Chase Winovich","Chase","Winovich",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2022-09-09 18:26:47
2022,"REG","CLE",1,"00-0037300","WR","Mike Woods","Mike","Woods","Hamstring","Illness","Questionable","Hamstring","Illness","Did Not Participate In Practice",2022-09-09 18:27:15
2022,"REG","CLE",1,"00-0029963","T","Christopher Hubbard","Christopher","Hubbard","Elbow",NA,"Questionable","Elbow",NA,"Full Participation in Practice",2022-09-09 18:27:15
2022,"REG","CLE",1,"00-0033057","T","Jack Conklin","Jack","Conklin","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-09-09 18:27:15
2022,"REG","DAL",1,"00-0033928","CB","Jourdan Lewis","Jourdan","Lewis",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2022-09-09 19:47:49
2022,"REG","DAL",1,"00-0033077","QB","Dak Prescott","Dak","Prescott",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2022-09-09 19:47:56
2022,"REG","DAL",1,"00-0034764","WR","Michael Gallup","Michael","Gallup","Knee",NA,"Out","Knee",NA,"Limited Participation in Practice",2022-09-09 19:48:18
2022,"REG","DAL",1,"00-0032454","S","Jayron Kearse","Jayron","Kearse","Neck",NA,"Questionable","Neck",NA,"Did Not Participate In Practice",2022-09-09 19:48:11
2022,"REG","DEN",1,"00-0035804","LB","Jonas Griffith","Jonas","Griffith",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2022-09-10 19:41:12
2022,"REG","DEN",1,"00-0034368","LB","Josey Jewell","Josey","Jewell","Calf",NA,"Doubtful","Calf",NA,"Did Not Participate In Practice",2022-09-10 19:42:58
2022,"REG","DEN",1,"00-0032197","DE","Randy Gregory","Randy","Gregory","Shoulder","Knee","Questionable","Shoulder","Knee","Limited Participation in Practice",2022-09-10 19:42:29
2022,"REG","DEN",1,"00-0036412","WR","K.J. Hamler","K.J.","Hamler","Knee","Hip","Questionable","Knee","Hip","Limited Participation in Practice",2022-09-10 19:42:29
2022,"REG","DEN",1,"00-0031433","T","Billy Turner","Billy","Turner","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-09-10 19:42:29
2022,"REG","DET",1,"00-0034787","LB","Chris Board","Chris","Board",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-09-09 19:51:48
2022,"REG","DET",1,"00-0035265","DT","John Cominsky","John","Cominsky",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2022-09-09 19:51:48
2022,"REG","DET",1,"00-0035145","K","Austin Seibert","Austin","Seibert",NA,NA,NA,"right Groin",NA,"Full Participation in Practice",2022-09-09 19:51:48
2022,"REG","DET",1,"00-0036749","G","Tommy Kraemer","Tommy","Kraemer","Back",NA,"Out","Back",NA,"Did Not Participate In Practice",2022-09-09 19:52:33
2022,"REG","DET",1,"00-0036954","DE","Levi Onwuzurike","Levi","Onwuzurike","Back",NA,"Out","Back",NA,"Did Not Participate In Practice",2022-09-09 19:52:15
2022,"REG","DET",1,"00-0036993","CB","Ifeatu Melifonwu","Ifeatu","Melifonwu","Hamstring",NA,"Doubtful","Hamstring",NA,"Limited Participation in Practice",2022-09-09 19:52:20
2022,"REG","DET",1,"00-0036249","LB","Julian Okwara","Julian","Okwara","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-09-09 19:52:02
2022,"REG","DET",1,"00-0034345","C","Frank Ragnow","Frank","Ragnow","Groin",NA,"Questionable","Groin",NA,"Limited Participation in Practice",2022-09-09 19:52:02
2022,"REG","GB",1,"00-0025580","K","Mason Crosby","Mason","Crosby",NA,NA,NA,"right Knee",NA,"Full Participation in Practice",2022-09-09 19:38:41
2022,"REG","GB",1,"00-0035965","LB","Tipa Galeai","Tipa","Galeai",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2022-09-09 19:38:41
2022,"REG","GB",1,"00-0036273","C","Jake Hanson","Jake","Hanson",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2022-09-09 19:38:41
2022,"REG","GB",1,"00-0034726","S","Dallin Leavitt","Dallin","Leavitt",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2022-09-09 19:38:41
2022,"REG","GB",1,"00-0024243","TE","Marcedes Lewis","Marcedes","Lewis",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2022-09-09 19:38:56
2022,"REG","GB",1,"00-0035084","T","Yosuah Nijman","Yosuah","Nijman",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-09-09 19:38:41
2022,"REG","GB",1,"00-0038124","WR","Christian Watson","Christian","Watson",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-09-09 19:38:41
2022,"REG","GB",1,"00-0034968","S","Darnell Savage","Darnell","Savage",NA,NA,NA,"Hamstring",NA,"Limited Participation in Practice",2022-09-09 19:38:41
2022,"REG","GB",1,"00-0033757","TE","Robert Tonyan","Robert","Tonyan",NA,NA,NA,"Knee",NA,"Limited Participation in Practice",2022-09-09 19:38:41
2022,"REG","GB",1,"00-0034521","WR","Allen Lazard","Allen","Lazard","Ankle",NA,"Doubtful","Ankle",NA,"Did Not Participate In Practice",2022-09-09 19:39:24
2022,"REG","GB",1,"00-0030074","T","David Bakhtiari","David","Bakhtiari","Knee",NA,"Questionable","Knee",NA,"Did Not Participate In Practice",2022-09-09 19:39:02
2022,"REG","GB",1,"00-0035526","G","Elgton Jenkins","Elgton","Jenkins","Pectoral","Knee","Questionable","Pectoral","Knee","Limited Participation in Practice",2022-09-09 19:39:02
2022,"REG","HOU",1,"00-0028339","DE","Mario Addison","Mario","Addison","Thigh",NA,"Doubtful","Thigh",NA,"Did Not Participate In Practice",2022-09-09 18:38:27
2022,"REG","HOU",1,"00-0034831","DE","Rasheem Green","Rasheem","Green","Thigh",NA,"Questionable","Thigh",NA,"Did Not Participate In Practice",2022-09-09 18:38:06
2022,"REG","IND",1,"00-0034846","LB","Shaquille Leonard","Shaquille","Leonard","Back",NA,"Out","Back",NA,"Limited Participation in Practice",2022-09-09 18:47:07
2022,"REG","IND",1,"00-0029419","T","Dennis Kelly","Dennis","Kelly","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2022-09-09 18:46:56
2022,"REG","JAX",1,"00-0033889","T","Cam Robinson","Cam","Robinson",NA,NA,NA,"Ankle",NA,"Limited Participation in Practice",2022-09-09 17:45:29
2022,"REG","JAX",1,"00-0034275","DT","Folorunso Fatukasi","Folorunso","Fatukasi","Calf",NA,"Questionable","Calf",NA,"Limited Participation in Practice",2022-09-09 17:45:36
2022,"REG","KC",1,"00-0032774","S","Deon Bush","Deon","Bush",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2022-09-09 19:00:48
2022,"REG","KC",1,"00-0036682","DE","Malik Herring","Malik","Herring",NA,NA,NA,"Abdomen",NA,"Full Participation in Practice",2022-09-09 19:00:48
2022,"REG","KC",1,"00-0037194","T","Darian Kinnard","Darian","Kinnard",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2022-09-09 19:00:48
2022,"REG","KC",1,"00-0036660","G","Trey Smith","Trey","Smith",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2022-09-09 19:00:48
2022,"REG","KC",1,"00-0033857","WR","JuJu Smith-Schuster","JuJu","Smith-Schuster",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-09-09 19:00:48
2022,"REG","KC",1,"00-0032210","DE","Frank Clark","Frank","Clark",NA,NA,NA,"Illness",NA,"Limited Participation in Practice",2022-09-09 19:01:02
2022,"REG","LA",1,"00-0036415","WR","Van Jefferson","Van","Jefferson","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2022-09-07 20:05:37
2022,"REG","LAC",1,"00-0038045","RB","Isaiah Spiller","Isaiah","Spiller",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2022-09-09 20:03:32
2022,"REG","LAC",1,"00-0034591","CB","J.C. Jackson","J.C.","Jackson","Ankle",NA,"Doubtful","Ankle",NA,"Did Not Participate In Practice",2022-09-09 20:13:01
2022,"REG","LAC",1,"00-0035329","TE","Donald Parham","Donald","Parham","Hamstring",NA,"Doubtful","Hamstring",NA,"Did Not Participate In Practice",2022-09-09 20:13:05
2022,"REG","LAC",1,"00-0035262","LB","Drue Tranquill","Drue","Tranquill","Back",NA,"Questionable","Back",NA,"Limited Participation in Practice",2022-09-09 20:12:55
2022,"REG","LV",1,"00-0036990","LB","Divine Deablo","Divine","Deablo",NA,NA,NA,"Wrist",NA,"Full Participation in Practice",2022-09-09 20:03:22
2022,"REG","MIA",1,"00-0034681","RB","Chase Edmonds","Chase","Edmonds",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2022-09-08 18:51:57
2022,"REG","MIA",1,"00-0035311","RB","Myles Gaskin","Myles","Gaskin",NA,NA,NA,"Neck",NA,"Full Participation in Practice",2022-09-08 18:52:05
2022,"REG","MIA",1,"00-0035125","FB","Alec Ingold","Alec","Ingold",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2022-09-09 19:50:08
2022,"REG","MIA",1,"00-0035346","CB","Nik Needham","Nik","Needham",NA,NA,NA,"Quadricep",NA,"Full Participation in Practice",2022-09-09 19:50:18
2022,"REG","MIA",1,"00-0036613","WR","Jaylen Waddle","Jaylen","Waddle",NA,NA,NA,"Quadricep",NA,"Full Participation in Practice",2022-09-08 18:52:32
2022,"REG","MIA",1,"00-0034352","C","Connor Williams","Connor","Williams",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-09-09 19:51:26
2022,"REG","MIA",1,"00-0030067","T","Terron Armstead","Terron","Armstead",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2022-09-08 18:51:47
2022,"REG","MIA",1,"00-0029249","LB","Melvin Ingram","Melvin","Ingram",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2022-09-08 18:51:47
2022,"REG","MIA",1,"00-0036020","RB","Salvon Ahmed","Salvon","Ahmed","Heel",NA,"Questionable","Heel",NA,"Limited Participation in Practice",2022-09-09 19:53:21
2022,"REG","MIA",1,"00-0037348","TE","Tanner Conner","Tanner","Conner","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-09-09 19:53:44
2022,"REG","MIA",1,"00-0036213","DT","Raekwon Davis","Raekwon","Davis","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-09-09 19:54:05
2022,"REG","MIA",1,"00-0031555","S","Eric Rowe","Eric","Rowe","Pectoral",NA,"Questionable","Pectoral",NA,"Limited Participation in Practice",2022-09-09 19:54:21
2022,"REG","MIA",1,"00-0035272","LB","Andrew Van Ginkel","Andrew","Van Ginkel","Illness",NA,"Questionable","Illness",NA,"Limited Participation in Practice",2022-09-09 19:54:40
2022,"REG","MIN",1,"00-0034972","RB","Alexander Mattison","Alexander","Mattison",NA,NA,NA,"Not injury related - personal matter",NA,"Did Not Participate In Practice",2022-09-09 19:15:51
2022,"REG","MIN",1,"00-0037245","S","Lewis Cine","Lewis","Cine","Knee",NA,"Questionable","Knee",NA,"Did Not Participate In Practice",2022-09-09 19:19:25
2022,"REG","MIN",1,"00-0033093","DE","Jonathan Bullard","Jonathan","Bullard","Biceps",NA,"Questionable","Biceps",NA,"Full Participation in Practice",2022-09-09 19:18:58
2022,"REG","NE",1,"00-0036872","S","Joshuah Bledsoe","Joshuah","Bledsoe","Groin",NA,"Questionable","Groin",NA,"Limited Participation in Practice",2022-09-09 19:46:42
2022,"REG","NE",1,"00-0034960","WR","Jakobi Meyers","Jakobi","Meyers","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-09-09 19:46:42
2022,"REG","NE",1,"00-0032200","WR","Ty Montgomery","Ty","Montgomery","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2022-09-09 19:46:42
2022,"REG","NE",1,"00-0036559","CB","Shaun Wade","Shaun","Wade","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2022-09-09 19:46:42
2022,"REG","NE",1,"00-0034833","T","Isaiah Wynn","Isaiah","Wynn","Back",NA,"Questionable","Back",NA,"Limited Participation in Practice",2022-09-09 19:46:42
2022,"REG","NO",1,"00-0037433","T","Tanner Owen","Tanner","Owen",NA,NA,NA,"Illness",NA,"Did Not Participate In Practice",2022-09-07 20:56:43
2022,"REG","NO",1,"00-0035242","C","Erik McCoy","Erik","McCoy",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2022-09-09 19:15:13
2022,"REG","NO",1,"00-0036927","LB","Pete Werner","Pete","Werner",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2022-09-09 19:15:22
2022,"REG","NO",1,"00-0036937","CB","Paulson Adebo","Paulson","Adebo","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2022-09-09 19:15:59
2022,"REG","NO",1,"00-0034765","WR","Tre'Quan Smith","Tre'Quan","Smith","Shoulder",NA,"Out","Shoulder",NA,"Did Not Participate In Practice",2022-09-09 19:21:42
2022,"REG","NO",1,"00-0032450","RB","Dwayne Washington","Dwayne","Washington","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2022-09-09 19:16:22
2022,"REG","NO",1,"00-0030459","S","Tyrann Mathieu","Tyrann","Mathieu","Illness",NA,"Questionable","Illness",NA,"Did Not Participate In Practice",2022-09-09 19:15:53
2022,"REG","NO",1,"00-0034116","S","J.T. Gray","J.T.","Gray","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-09-09 19:15:53
2022,"REG","NO",1,"00-0032765","WR","Michael Thomas","Michael","Thomas","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2022-09-09 19:15:53
2022,"REG","NO",1,"00-0036930","T","Landon Young","Landon","Young","Hip",NA,"Questionable","Hip",NA,"Limited Participation in Practice",2022-09-09 19:15:53
2022,"REG","NYG",1,"00-0032385","WR","Sterling Shepard","Sterling","Shepard",NA,NA,NA,"Achilles",NA,"Limited Participation in Practice",2022-09-09 19:02:09
2022,"REG","NYG",1,"00-0036552","LB","Azeez Ojulari","Azeez","Ojulari","Calf",NA,"Doubtful","Calf",NA,"Limited Participation in Practice",2022-09-09 19:02:25
2022,"REG","NYG",1,"00-0037611","LB","Kayvon Thibodeaux","Kayvon","Thibodeaux","Knee",NA,"Doubtful","Knee",NA,"Limited Participation in Practice",2022-09-09 19:02:39
2022,"REG","NYG",1,"00-0038123","S","Dane Belton","Dane","Belton","Collarbone",NA,"Questionable","Collarbone",NA,"Limited Participation in Practice",2022-09-09 19:02:14
2022,"REG","NYJ",1,"00-0026166","T","Duane Brown","Duane","Brown","Shoulder",NA,"Out","Shoulder",NA,"Did Not Participate In Practice",2022-09-09 19:00:10
2022,"REG","NYJ",1,"00-0037013","QB","Zach Wilson","Zach","Wilson","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2022-09-09 19:01:41
2022,"REG","NYJ",1,"00-0032466","T","George Fant","George","Fant","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2022-09-09 18:59:54
2022,"REG","NYJ",1,"00-0033770","CB","Justin Hardee","Justin","Hardee","Calf",NA,"Questionable","Calf",NA,"Full Participation in Practice",2022-09-09 18:59:54
2022,"REG","NYJ",1,"00-0033300","T","Conor McDermott","Conor","McDermott","Ankle",NA,"Questionable","Ankle",NA,"Full Participation in Practice",2022-09-09 18:59:54
2022,"REG","NYJ",1,"00-0034384","CB","D.J. Reed","D.J.","Reed","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2022-09-09 18:59:54
2022,"REG","PHI",1,"00-0033876","DE","Derek Barnett","Derek","Barnett",NA,NA,NA,"Ribs",NA,"Full Participation in Practice",2022-09-09 18:55:37
2022,"REG","PHI",1,"00-0033109","DT","Javon Hargrave","Javon","Hargrave",NA,NA,NA,"Toe",NA,"Full Participation in Practice",2022-09-09 18:55:37
2022,"REG","PHI",1,"00-0035243","RB","Miles Sanders","Miles","Sanders",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2022-09-09 18:55:37
2022,"REG","PHI",1,"00-0036303","CB","Josiah Scott","Josiah","Scott",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2022-09-09 18:55:44
2022,"REG","PIT",1,"00-0034335","LB","Marcus Allen","Marcus","Allen",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2022-09-09 18:16:25
2022,"REG","PIT",1,"00-0027969","DT","Cameron Heyward","Cameron","Heyward",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2022-09-09 18:20:08
2022,"REG","PIT",1,"00-0035216","WR","Diontae Johnson","Diontae","Johnson",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2022-09-09 18:20:15
2022,"REG","PIT",1,"00-0034768","T","Chukwuma Okorafor","Chukwuma","Okorafor",NA,NA,NA,"Back",NA,"Full Participation in Practice",2022-09-09 18:20:21
2022,"REG","SEA",1,"00-0031367","G","Gabe Jackson","Gabe","Jackson",NA,NA,NA,"Knee","Not injury related - resting p","Did Not Participate In Practice",2022-09-10 20:53:56
2022,"REG","SEA",1,"00-0036795","T","Jake Curhan","Jake","Curhan",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2022-09-10 20:53:13
2022,"REG","SEA",1,"00-0033543","CB","Sidney Jones","Sidney","Jones",NA,NA,NA,"Concussion",NA,"Full Participation in Practice",2022-09-10 20:53:13
2022,"REG","SEA",1,"00-0038133","LB","Boye Mafe","Boye","Mafe",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2022-09-09 20:20:52
2022,"REG","SEA",1,"00-0034527","S","Ryan Neal","Ryan","Neal",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2022-09-09 20:21:03
2022,"REG","SEA",1,"00-0031156","LS","Tyler Ott","Tyler","Ott","Shoulder",NA,"Out","Shoulder",NA,"Did Not Participate In Practice",2022-09-10 19:49:08
2022,"REG","SEA",1,"00-0036426","DE","Alton Robinson","Alton","Robinson","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2022-09-10 19:49:50
2022,"REG","SEA",1,"00-0033103","CB","Artie Burns","Artie","Burns","Groin",NA,"Doubtful","Groin",NA,"Did Not Participate In Practice",2022-09-10 20:26:21
2022,"REG","SEA",1,"00-0038134","RB","Kenneth Walker","Kenneth","Walker","Hernia",NA,"Questionable","Hernia",NA,"Did Not Participate In Practice",2022-09-10 19:50:18
2022,"REG","SEA",1,"00-0036417","G","Damien Lewis","Damien","Lewis","Knee","Ankle","Questionable","Knee","Ankle","Limited Participation in Practice",2022-09-10 19:50:51
2022,"REG","SF",1,"00-0032164","DE","Arik Armstead","Arik","Armstead",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-09-09 20:39:29
2022,"REG","SF",1,"00-0034754","LB","Oren Burks","Oren","Burks",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-09-09 20:39:29
2022,"REG","SF",1,"00-0031345","QB","Jimmy Garoppolo","Jimmy","Garoppolo",NA,NA,NA,"right Shoulder",NA,"Full Participation in Practice",2022-09-09 20:39:29
2022,"REG","SF",1,"00-0034847","T","Mike McGlinchey","Mike","McGlinchey",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2022-09-09 20:39:29
2022,"REG","SF",1,"00-0034982","LB","Dre Greenlaw","Dre","Greenlaw",NA,NA,NA,"Elbow",NA,"Limited Participation in Practice",2022-09-09 20:39:29
2022,"REG","SF",1,"00-0033221","G","Daniel Brunskill","Daniel","Brunskill","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2022-09-09 20:39:45
2022,"REG","SF",1,"00-0033288","TE","George Kittle","George","Kittle","Groin",NA,"Questionable","Groin",NA,"Did Not Participate In Practice",2022-09-09 20:40:09
2022,"REG","TB",1,"00-0029562","LB","Lavonte David","Lavonte","David",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2022-09-09 19:44:58
